Size,Bet,Time,Price,Entry,Avg,Market Trades,Market Volume,Volume Conc.,Market PnL,Total Trades,Unique Markets,Trade Conc.,Open Positions,O.P. Value,Tot.PnL,Tot.Vol,Wallet Age,WC/TX Delta,WC/TX %,Outcome
2800,1,24480,0.7,0.7,0.7,2,5600,0.6992,-12,3,2,0.667,1,3,-12,8000,24480,0,1,
1000,0,24480,0.49,0.49,0.49,1,1000,0.0894,-4,13,11,0.077,5,1800,278,11200,N/A,0,0,
1700,1,24480,0.71,0.71,0.71,2,3400,0.7059,-26,3,2,0.667,1,4,-26,4800,24480,0,1,
1100,1,24480,0.71,0.71,0.71,2,2300,0.7056,-18,3,2,0.667,1,3,-18,3200,24480,0,1,
1300,1,24480,0.71,0.71,0.71,2,2600,0.7093,7,3,2,0.667,1,4,8,3600,24480,0,1,
1600,1,24480,0.71,0.71,0.71,3,3100,0.7093,9,4,2,0.75,1,4,9,4400,24480,0,1,
2000,1,24480,0.1,0.1,0.11,2,2500,0.1024,-12,3,2,0.667,2,2600,-24,24400,24480,0,1,
6600,1,24480,0.8,0.9,0.83,6,51100,0.4772,490,17,5,0.353,1,18100,-24,107000,144000,119520,0.17,
2000,0,24480,0.71,0.71,0.59,4,3800,0.6409,-322,4,1,1,1,140,-322,5900,36000,10080,0.68,
16300,1,24480,0.53,0.53,0.53,1,16300,0.0636,-461,20,6,0.05,1,15800,-1300,255800,188640,164160,0.1298,
1000,0,24480,0.8,0.79,0.8,3,2100,0.2217,-24,15,8,0.2,8,8300,8,9500,N/A,0,0,
1300,1,24480,0.62,0.62,0.62,1,1300,0.1796,-21,24,18,0.042,7,1300,-475,7400,878400,852480,0.0279,
1900,1,24480,0.73,0.45,0.59,2,2000,0.706,-3,2,1,1,1,2000,-3,2800,24480,0,1,
2400,1,24480,0.59,0.59,0.59,2,4800,0.5987,32,3,2,0.667,1,3,32,8000,24480,0,1,
1800,1,24480,0.28,0.28,0.28,1,1800,0.1658,-96,25,20,0.04,4,1700,516,10900,N/A,0,0,
1400,1,24480,0.59,0.59,0.59,2,2900,0.5935,5,3,2,0.667,1,3,5,4800,24480,0,1,
1700,1,24480,0.18,0.18,0.18,1,1700,0.0784,-49,25,19,0.04,5,1700,-103,22300,892800,866880,0.0274,
1300,1,24480,0.59,0.59,0.59,2,2600,0.59,11,3,2,0.667,1,3,11,4400,N/A,0,0,
1100,1,24480,0.59,0.59,0.59,3,2100,0.5898,9,4,2,0.75,1,4,9,3600,24480,0,1,
9600,1,24480,0.49,0.49,0.49,3,19200,0.4866,0,4,2,0.75,0,0,122,39400,185760,161280,0.1318,
9400,1,24480,0.49,0.49,0.49,3,18900,0.4809,0,7,2,0.429,1,0,-73,39200,187200,161280,0.1308,
2000,1,24480,0.63,0.63,0.63,2,2100,0.4747,-539,4,2,0.5,2,1800,-545,4400,24480,0,1,
8900,0,24480,0.64,0.64,0.64,2,17800,0.6053,0,6,3,0.333,0,0,133,29400,187200,161280,0.1308,
10100,0,24480,0.64,0.64,0.64,2,20300,0.6364,0,3,2,0.667,0,0,72,31900,187200,161280,0.1308,
9900,0,24480,0.64,0.64,0.64,4,19800,0.6376,0,5,2,0.8,0,0,12,31100,N/A,0,0,
2400,0,24480,0.61,0.61,0.61,2,4900,0.6072,12,3,2,0.667,1,3,12,8000,24480,0,1,
1900,1,24480,0.18,0.17,0.18,4,9700,0.0433,4,15,3,0.267,3,19700,-10800,224200,N/A,0,0,
1900,1,24480,0.18,0.17,0.18,4,9700,0.0433,4,15,3,0.267,3,19700,-10800,224200,N/A,0,0,
1500,0,24480,0.6,0.6,0.6,2,2900,0.605,2,3,2,0.667,1,4,2,4800,24480,0,1,
1900,1,24480,0.18,0.17,0.18,4,9700,0.0433,4,15,3,0.267,3,19700,-10800,224200,N/A,0,0,
3900,1,24480,0.17,0.17,0.18,4,9700,0.0433,4,15,3,0.267,3,19700,-10800,224200,N/A,0,0,
1300,0,24480,0.6,0.6,0.6,2,2700,0.6045,0,3,2,0.667,1,4,0,4400,24480,0,1,
1100,0,24480,0.6,0.6,0.6,3,2200,0.6044,0,4,2,0.75,1,3,-0,3600,24480,0,1,
1200,1,24480,0.25,0.23,0.24,4,1800,0.2297,-111,5,2,0.8,2,2000,-116,8000,24480,0,1,
2000,0,24480,0.8,0.58,0.69,3,6700,0.1864,-1300,14,9,0.214,3,4600,327,35700,N/A,0,0,
4800,0,24480,0.5,0.5,0.5,1,4800,0.5,-4800,1,1,1,0,0,-4800,9600,27360,1440,0.8947,
3900,1,24480,0.74,0.74,0.74,1,3900,0.0765,-26,22,15,0.045,7,3800,-691,50500,264960,239040,0.0924,
1000,0,24480,0.74,0.74,0.74,1,1000,0.1052,-22,3,2,0.333,2,6600,588,9500,N/A,0,0,
8600,0,25920,0.89,0.86,0.88,5,15100,0.661,88,11,3,0.455,2,8600,131,22900,488160,462240,0.0531,
1000,1,25920,0.16,0.16,0.16,1,1000,0.1592,31,2,2,0.5,2,1000,30,6300,N/A,0,0,
1500,0,25920,0.14,0.14,0.14,4,3000,0.0633,30,11,4,0.364,0,0,56,46900,25920,0,1,
4800,1,25920,0.86,0.86,0.86,4,9600,0.1435,-46,20,6,0.2,0,0,-32,66900,483840,457920,0.0536,
4500,1,25920,0.86,0.86,0.32,6,9400,0.1156,-16,21,6,0.286,0,0,14,81000,479520,453600,0.0541,
4900,1,25920,0.86,0.86,0.86,2,9800,0.1725,-46,15,5,0.133,1,656,-46,56700,508320,482400,0.051,
3000,1,25920,0.86,0.86,0.9,4,13900,0.1624,-28,19,6,0.211,0,0,-22,85900,505440,479520,0.0513,
4200,1,25920,0.87,0.87,0.91,5,17400,0.2164,-101,23,5,0.217,0,0,-96,80400,498240,472320,0.052,
3900,1,25920,0.87,0.87,0.87,4,7700,0.176,-80,11,3,0.364,0,0,-80,43800,25920,0,1,
1700,0,25920,0.72,0.72,0.72,1,1700,0.3467,-11,3,2,0.333,1,1700,75,4800,72000,46080,0.36,
5200,0,25920,0.8,0.8,0.8,1,5200,0.1053,-32,24,12,0.042,3,5200,1000,49300,N/A,0,0,
1500,0,25920,0.52,0.52,0.52,2,3000,0.4759,-29,19,7,0.105,3,0,-50,6200,25920,0,1,
3200,0,25920,0.89,0.84,0.86,6,5600,0.7985,27,10,4,0.6,3,5900,-5,7000,N/A,0,0,
7100,0,25920,0.47,0.47,0.49,2,7400,0.4732,364,3,2,0.667,2,7700,364,15500,27360,1440,0.9474,
1100,0,25920,0.52,0.52,0.52,2,2100,0.4924,-21,5,3,0.4,1,113,-3,4300,N/A,0,0,
1000,1,25920,0.12,0.11,0.11,3,1500,0.1164,-18,3,1,1,1,1500,-18,13200,25920,0,1,
3000,0,25920,0.81,0.81,0.81,1,3000,0.1389,-120,15,12,0.067,4,3000,-1300,21600,N/A,0,0,
2000,1,25920,0.16,0.17,0.16,2,2800,0.037,-131,8,7,0.25,3,2900,-5600,75200,67680,41760,0.383,
2600,1,25920,0.54,0.51,0.52,2,5600,0.4898,20,3,2,0.667,1,5600,245,11400,N/A,0,0,
1500,0,25920,0.48,0.51,0.5,4,4700,0.2091,15,16,6,0.25,1,1500,543,22300,123840,97920,0.2093,
1400,0,25920,0.48,0.48,0.48,2,1500,0.058,-15,14,6,0.143,2,2100,1100,25000,123840,97920,0.2093,
1500,1,25920,0.12,0.12,0.12,1,1500,0.0158,-115,18,9,0.056,9,2800,-3300,94800,N/A,0,0,
2000,1,25920,0.47,0.47,0.47,1,2000,0.1071,21,21,16,0.048,4,2000,-160,18300,836640,810720,0.031,
1800,1,25920,0.57,0.64,0.59,7,7500,0.4124,-554,16,7,0.438,3,7000,-930,18200,N/A,0,0,
2100,1,25920,0.4,0.52,0.46,3,2400,0.0288,-29,22,11,0.136,5,2100,-3200,84100,64800,38880,0.4,
1700,0,25920,0.48,0.48,0.48,1,1700,0.1156,-18,10,5,0.1,1,1700,784,14700,123840,97920,0.2093,
2200,0,25920,0.48,0.48,0.48,3,2400,0.0978,-25,15,7,0.2,1,2400,1400,24900,N/A,0,0,
3000,1,25920,0.87,0.87,0.87,1,3000,0.8732,-520,1,1,1,1,2400,-520,3400,25920,0,1,
1600,1,25920,0.69,0.69,0.69,1,1600,0.0711,-19,19,17,0.053,5,1600,-15,22100,912960,887040,0.0284,
2500,1,25920,0.47,0.47,0.47,1,2500,0.0559,27,25,20,0.04,8,2500,-40,44700,871200,845280,0.0298,
2800,1,25920,0.71,0.71,0.71,2,5700,0.7097,-16,3,2,0.667,1,3,-16,8000,25920,0,1,
1700,1,25920,0.7,0.7,0.7,2,3400,0.7069,22,3,2,0.667,1,3,22,4800,25920,0,1,
1100,1,25920,0.7,0.7,0.7,2,2300,0.7066,14,3,2,0.667,1,4,14,3200,25920,0,1,
1300,1,25920,0.7,0.7,0.7,2,2500,0.7018,2,3,2,0.667,1,3,2,3600,25920,0,1,
1500,1,25920,0.7,0.7,0.7,3,3100,0.7019,2,4,2,0.75,1,3,2,4400,25920,0,1,
2200,0,25920,0.18,0.18,0.18,1,2200,0.0496,-61,8,4,0.125,4,364600,360200,44300,N/A,0,0,
2400,1,25920,0.16,0.16,0.16,1,2400,0.0534,74,8,4,0.125,4,364600,360200,44300,N/A,0,0,
2000,1,25920,0.39,0.38,0.4,16,8300,0.3894,-624,16,1,1,1,7600,-624,21200,25920,0,1,
26700,1,25920,0.44,0.43,0.44,2,29100,0.4172,-965,8,4,0.25,3,28900,-1400,69800,N/A,0,0,
2400,1,25920,0.43,0.43,0.44,2,29100,0.4172,-965,8,4,0.25,3,28900,-1400,69800,120960,95040,0.2143,
1700,1,25920,0.38,0.38,0.4,16,8300,0.3894,-836,16,1,1,1,7400,-836,21200,25920,0,1,
1100,1,25920,0.38,0.33,0.39,7,6100,0.3462,67,7,1,1,1,6100,67,17500,25920,0,1,
4300,1,25920,0.33,0.33,0.39,7,6100,0.3462,67,7,1,1,1,6100,67,17500,25920,0,1,
1500,1,25920,0.16,0.16,0.16,1,1500,0.0698,-48,17,13,0.059,6,1500,-132,21900,N/A,0,0,
1000,1,25920,0.25,0.25,0.25,1,1000,0.067,-20,18,16,0.056,3,980,-197,14900,881280,855360,0.0294,
1400,1,25920,0.37,0.37,0.37,1,1400,0.3683,-70,1,1,1,1,1300,-70,3800,25920,0,1,
1000,1,25920,0.59,0.59,0.59,1,1000,0.0814,-120,12,9,0.083,7,3300,343,12300,43200,17280,0.6,
2200,0,25920,0.72,0.72,0.72,2,3000,0.0771,21,21,7,0.095,1,3000,1600,38300,123840,97920,0.2093,
1200,1,25920,0.83,0.83,0.83,1,1200,0.0477,-7,18,9,0.056,3,3400,228,25100,N/A,0,0,
2700,0,25920,0.4,0.6,0.54,4,5300,0.3451,-215,8,4,0.5,4,6300,-437,15300,N/A,0,0,
12000,0,25920,0.83,0.83,0.83,1,12000,0.1674,72,14,9,0.071,1,12100,8700,71700,696960,669600,0.0372,
2700,0,25920,0.57,0.58,0.57,11,76400,0.5753,-1400,11,1,1,1,75000,-1400,132800,842400,815040,0.0308,
9000,0,25920,0.62,0.62,0.62,1,9000,0.5836,-73,7,3,0.143,3,9000,-469,15500,187200,161280,0.1385,
8700,0,25920,0.62,0.62,0.62,1,8700,0.6137,-70,2,2,0.5,1,8700,-56,14200,187200,161280,0.1385,
8400,0,25920,0.62,0.62,0.62,1,8400,0.6132,-68,2,2,0.5,1,8300,-0,13700,187200,161280,0.1385,
3100,1,25920,0.87,0.83,0.85,5,9300,0.6242,126,10,3,0.5,1,3100,132,14800,N/A,0,0,
9800,0,25920,0.73,0.73,0.73,1,9800,0.6938,-135,4,3,0.25,2,10000,-84,14200,187200,161280,0.1385,
9400,0,25920,0.73,0.73,0.73,1,9400,0.6269,-129,10,2,0.1,1,9300,148,15000,185760,159840,0.1395,
9900,0,25920,0.73,0.73,0.73,1,9900,0.7196,-135,2,2,0.5,1,9700,-116,13700,187200,161280,0.1385,
20200,0,25920,0.73,0.73,0.73,1,20200,0.0825,-277,19,4,0.053,1,19900,584,244900,187200,161280,0.1385,
5000,1,25920,0.14,0.14,0.14,3,9100,0.1384,-325,7,3,0.429,2,9100,-247,65800,N/A,0,0,
16300,0,25920,0.86,0.86,0.86,1,16300,0.1407,95,10,4,0.1,1,16400,-725,115700,188640,162720,0.1374,
1400,1,25920,0.14,0.14,0.14,3,9100,0.1384,-325,7,3,0.429,2,9100,-247,65800,N/A,0,0,
3000,0,25920,0.78,0.78,0.78,1,3000,0.4415,19,5,5,0.2,3,4100,127,6800,28800,1440,0.9,
1200,1,25920,0.82,0.82,0.82,1,1200,0.1124,7,9,6,0.111,4,1700,-203,10300,56160,30240,0.4615,
10300,0,25920,0.77,0.77,0.77,4,20700,0.7559,-0,5,2,0.8,0,0,200,27400,187200,159840,0.1385,
10300,0,25920,0.77,0.77,0.77,2,20500,0.7435,0,3,2,0.667,0,0,95,27600,187200,159840,0.1385,
8000,0,25920,0.77,0.77,0.77,2,16000,0.7533,0,3,2,0.667,1,0,-323,21200,187200,159840,0.1385,
8500,0,25920,0.75,0.75,0.75,2,16900,0.7347,0,3,2,0.667,0,0,188,23100,N/A,0,0,
8500,0,25920,0.75,0.75,0.75,2,16900,0.7369,0,3,2,0.667,1,0,-280,23000,187200,159840,0.1385,
9800,0,25920,0.75,0.75,0.75,2,19600,0.6956,0,6,2,0.333,1,0,-820,28300,187200,159840,0.1385,
10000,1,25920,0.83,0.83,0.83,1,10000,0.8279,-60,5,5,0.2,5,9900,-64,12100,184320,156960,0.1406,
4000,1,25920,0.16,0.08,0.1,5,6300,0.0291,2100,11,4,0.455,3,10700,9300,217500,41760,14400,0.6207,
1100,1,25920,0.16,0.16,0.16,1,1100,0.0712,-34,17,10,0.059,4,1100,-116,15400,N/A,0,0,
4400,0,25920,0.85,0.85,0.85,1,4400,0.1844,-254,25,8,0.04,8,20100,199,23700,80640,53280,0.3214,
2000,0,27360,0.48,0.48,0.48,1,2000,0.0663,21,22,7,0.045,1,2000,776,30200,123840,96480,0.2209,
1900,0,27360,0.48,0.48,0.48,1,1900,0.0762,20,14,7,0.071,1,1900,894,25200,123840,96480,0.2209,
1300,0,27360,0.48,0.48,0.48,1,1300,0.0548,14,18,6,0.056,1,1300,36,24200,123840,96480,0.2209,
1600,1,27360,0.19,0.28,0.2,6,15200,0.1363,-3600,11,3,0.545,1,4100,7100,111400,48960,21600,0.5588,
2500,1,27360,0.17,0.28,0.2,6,15200,0.1363,-3600,11,3,0.545,1,4100,7100,111400,48960,21600,0.5588,
1300,1,27360,0.52,0.52,0.52,1,1300,0.0658,0,17,6,0.059,1,1300,-82,20400,123840,96480,0.2209,
1300,0,27360,0.48,0.48,0.48,1,1300,0.0482,0,19,8,0.053,1,1300,254,26700,N/A,0,0,
1300,0,27360,0.48,0.48,0.48,2,1900,0.06,0,21,7,0.095,1,1900,985,31100,123840,96480,0.2209,
2100,0,27360,0.85,0.85,0.85,1,2100,0.0654,-14,19,13,0.053,4,6600,2600,32700,583200,555840,0.0469,
2000,0,27360,0.85,0.85,0.85,1,2000,0.1845,-21,17,9,0.059,9,10100,-15,10800,N/A,0,0,
1200,1,27360,0.39,0.39,0.39,4,2300,0.0923,5,19,6,0.211,1,387,186,25400,N/A,0,0,
2400,0,27360,0.7,0.63,0.66,2,2400,0.2724,-37,13,8,0.154,7,6900,559,8800,70560,43200,0.3878,
3400,0,27360,0.57,0.58,0.57,9,72800,0.5756,-1300,9,1,1,1,71400,-1300,126400,N/A,0,0,
1200,1,27360,0.11,0.16,0.13,16,3200,0.0891,-443,25,6,0.64,2,1300,-1200,36300,149760,122400,0.1827,
1500,0,27360,0.63,0.63,0.63,1,1500,0.6298,-144,1,1,1,1,1400,-144,2400,36000,8640,0.76,
1000,0,27360,0.48,0.48,0.48,2,1700,0.0541,35,19,8,0.105,1,1700,493,30700,123840,96480,0.2209,
1800,1,27360,0.52,0.52,0.52,1,1800,0.0778,-34,20,7,0.05,1,1700,610,22600,123840,96480,0.2209,
2900,0,27360,0.48,0.48,0.48,1,2900,0.0818,60,24,7,0.042,1,3000,2000,35400,N/A,0,0,
1400,1,27360,0.25,0.25,0.25,1,1400,0.0509,0,22,6,0.045,4,2300,-598,27800,200160,172800,0.1367,
2000,0,27360,0.62,0.62,0.62,2,2000,0.115,32,13,6,0.154,1,2000,994,17300,N/A,0,0,
2100,0,27360,0.62,0.62,0.62,1,2100,0.0694,35,21,7,0.048,1,2200,852,30900,125280,96480,0.2184,
"1,000",1,27360,0.2,0.2,0.2,1,1000,0.1439,-158,4,4,0.25,4,2400,-106,6900,N/A,0,0,
3800,0,27360,0.45,0.45,0.45,1,3800,0.45,-43,1,1,1,1,3800,-43,8500,96480,67680,0.2836,
1200,Pistons,27360,0.5,0.5,0.5,1,1200,0.0942,-58,8,6,0.125,2,1100,5600,12300,76320,47520,0.3585,
1600,Pistons,27360,0.5,0.5,0.5,2,2600,0.2485,-129,8,5,0.25,2,2500,3800,10400,73440,46080,0.3725,
3100,0,27360,0.48,0.48,0.48,1,3100,0.0934,33,16,7,0.063,1,3200,2200,33500,N/A,0,0,
1100,0,27360,0.48,0.48,0.48,1,1100,0.0453,11,16,8,0.063,1,1100,-6,24000,123840,96480,0.2209,
1500,0,27360,0.48,0.48,0.48,1,1500,0.057,16,18,7,0.056,1,1500,523,26400,123840,96480,0.2209,
1600,0,27360,0.79,0.79,0.79,1,1600,0.0268,89,25,15,0.04,3,1700,1800,59800,272160,244800,0.1005,
9100,1,27360,0.53,0.53,0.53,1,9100,0.1187,495,10,5,0.1,3,9600,-627,76800,718560,691200,0.0381,
1100,1,27360,0.11,0.1,0.1,2,1100,0.11,-51,2,1,1,1,1100,-51,10300,113760,86400,0.2405,
2500,1,27360,0.33,0.21,0.27,2,2700,0.2301,-443,3,2,0.667,1,2200,-251,11600,175680,146880,0.1557,
1100,0,27360,0.13,0.86,0.62,6,9700,0.1109,0,24,6,0.25,0,0,-11,87800,444960,417600,0.0615,
3200,1,27360,0.87,0.14,0.72,11,33300,0.3548,37,25,6,0.44,0,0,28,93700,348480,319680,0.0785,
2900,0,27360,0.88,0.88,0.88,1,2900,0.4553,-17,4,3,0.25,2,4900,-32,6500,28800,1440,0.95,
4300,1,27360,0.87,0.87,0.62,7,17400,0.2537,0,17,4,0.412,0,0,0,68700,429120,400320,0.0638,
3000,1,27360,0.87,0.86,0.62,6,15200,0.4181,0,13,3,0.462,0,0,-7,36500,440640,411840,0.0621,
3700,1,27360,0.87,0.86,0.86,7,22100,0.3938,0,17,4,0.412,0,0,0,56000,N/A,0,0,
3700,1,27360,0.87,0.86,0.86,6,14700,0.3101,0,20,4,0.3,0,0,-11,47300,439200,411840,0.0623,
3900,1,27360,0.87,0.14,0.32,9,11200,0.1422,0,25,6,0.36,0,0,-8,78900,27360,0,1,
4600,1,27360,0.87,0.14,0.72,11,33300,0.3548,37,25,6,0.44,0,0,28,93700,348480,319680,0.0785,
3900,1,27360,0.87,0.87,0.62,7,17400,0.2537,0,17,4,0.412,0,0,0,68700,429120,400320,0.0638,
1600,0,28800,0.72,0.72,0.72,1,1600,0.0812,-104,18,12,0.056,2,2700,1300,19400,639360,610560,0.045,
1100,0,28800,0.64,0.64,0.64,1,1100,0.085,-9,21,10,0.048,4,1300,131,12900,184320,155520,0.1563,
1100,0,28800,0.79,0.79,0.79,1,1100,0.4395,-7,3,3,0.333,3,1300,-30,2500,30240,0,0.9524,
2000,1,28800,0.24,0.2,0.18,7,8900,0.1682,-7500,21,4,0.333,4,1400,-7700,53000,162720,133920,0.177,
2800,1,28800,0.77,0.76,0.77,20,6400,0.4387,2000,21,2,0.952,2,8400,-2600,14600,190080,161280,0.1515,
3000,1,28800,0.72,0.76,0.77,20,6400,0.4387,2000,21,2,0.952,2,8400,-2600,14600,190080,161280,0.1515,
1500,1,28800,0.13,0.13,0.13,1,1500,0.0716,-57,2,2,0.5,2,2900,-104,20900,28800,0,1,
1500,1,28800,0.16,0.16,0.16,1,1500,0.0719,-47,2,2,0.5,2,2900,-104,20900,28800,0,1,
2000,1,28800,0.59,0.59,0.59,1,2000,0.07,-820,8,6,0.125,5,4700,-4100,28500,38880,10080,0.7407,
1000,0,28800,0.77,0.65,0.71,11,3000,0.361,905,18,4,0.611,4,8300,2100,8400,N/A,0,0,
1400,Over,28800,0.3,0.3,0.3,1,1400,0.1045,-384,25,17,0.04,7,1900,2600,13800,36000,5760,0.8,
1500,0,28800,0.5,0.5,0.5,1,1500,0.4982,517,1,1,1,1,2100,517,3100,28800,0,1,
1000,0,28800,0.79,0.79,0.79,1,1000,0.0303,-18,20,9,0.05,8,21700,-3300,33000,30240,0,0.9524,
1700,0,28800,0.64,0.64,0.64,1,1700,0.5815,0,3,3,0.333,3,1900,4,2900,30240,0,0.9524,
1000,0,30240,0.13,0.13,0.13,1,1000,0.1335,-179,1,1,1,1,837,-179,7600,30240,0,1,
5000,0,30240,0.76,0.76,0.76,1,5000,0.1734,-33,14,6,0.071,6,23100,229,28800,N/A,0,0,
3000,1,30240,0.12,0.12,0.13,17,4100,0.1217,-137,18,2,0.944,2,4200,-267,33600,N/A,0,0,
1200,0,30240,0.72,0.72,0.72,1,1200,0.0149,-13,4,3,0.25,3,3200,-84,79000,30240,0,1,
1200,0,30240,0.8,0.8,0.8,2,1900,0.0242,-22,4,3,0.5,3,3200,-64,79000,30240,0,1,
2100,0,30240,0.72,0.72,0.72,2,4100,0.1154,-29,19,2,0.105,0,0,-85,35400,30240,0,1,
2200,0,30240,0.72,0.72,0.72,2,4400,0.1842,-31,14,3,0.143,1,10,-57,24000,48960,18720,0.6176,
8000,0,30240,0.79,0.75,0.77,2,13000,0.2287,267,23,14,0.087,4,28300,5100,56800,69120,37440,0.4375,
1200,0,30240,0.52,0.52,0.52,1,1200,0.2578,-11,10,6,0.1,3,1200,316,4500,44640,14400,0.6774,
5000,1,30240,0.83,0.77,0.8,4,17500,0.7536,619,6,2,0.667,1,18200,1100,23300,705600,675360,0.0429,
2000,1,30240,0.48,0.54,0.51,2,2100,0.3224,60,4,3,0.5,3,4200,69,6400,31680,1440,0.9545,
2400,1,30240,0.65,0.65,0.65,1,2400,0.6486,24,1,1,1,1,2400,24,3700,30240,0,1,
1800,1,30240,0.84,0.84,0.84,1,1800,0.2552,-11,12,6,0.083,6,4700,-72,7100,30240,0,1,
1100,1,30240,0.32,0.32,0.32,1,1100,0.0472,-18,14,6,0.071,1,1100,1500,24100,123840,93600,0.2442,
2700,0,30240,0.68,0.68,0.68,1,2700,0.0866,20,20,7,0.05,1,2700,1300,30800,123840,93600,0.2442,
1400,1,30240,0.29,0.29,0.29,1,1400,0.2942,-586,1,1,1,1,802,-586,4700,N/A,0,0,
2000,1,30240,0.44,0.44,0.44,1,2000,0.1066,-235,8,5,0.125,5,2400,-3900,18800,N/A,0,0,
1800,1,30240,0.39,0.39,0.39,1,1800,0.3931,-445,1,1,1,1,1300,-445,4500,N/A,0,0,
1100,0,30240,0.14,0.14,0.14,3,2300,0.0247,8,24,5,0.125,0,0,5,92700,506880,475200,0.0597,
2400,1,30240,0.86,0.86,0.86,2,4900,0.0748,-3,23,5,0.087,0,0,15,65000,30240,0,1,
4700,1,30240,0.86,0.86,0.86,5,18900,0.2654,0,20,4,0.25,0,0,3,71300,480960,449280,0.0629,
3700,1,30240,0.86,0.85,0.86,6,14800,0.1786,-0,21,6,0.286,0,0,-8,82600,351360,321120,0.0861,
6700,0,30240,0.15,0.14,0.14,2,6900,0.1498,238,2,1,1,1,7100,238,45800,31680,0,0.9545,
1100,1,30240,0.33,0.3,0.33,20,2800,0.091,-474,22,2,0.909,2,19400,-2000,31000,30240,0,1,
2400,0,30240,0.14,0.14,0.14,5,4800,0.0465,-17,20,5,0.25,0,0,-22,102600,347040,316800,0.0871,
4800,1,30240,0.86,0.85,0.86,5,12100,0.1846,4,20,4,0.25,0,0,-6,65700,N/A,0,0,
4800,1,30240,0.86,0.86,0.86,5,18900,0.2654,0,20,4,0.25,0,0,3,71300,480960,449280,0.0629,
3300,1,30240,0.86,0.86,0.86,7,14600,0.2543,-60,20,4,0.35,0,0,-60,57400,371520,339840,0.0814,
3700,1,30240,0.86,0.85,0.86,6,15000,0.2098,-5,24,5,0.25,0,0,-20,71600,31680,1440,0.9545,
1300,1,30240,0.85,0.85,0.86,5,12100,0.1846,4,20,4,0.25,0,0,-6,65700,N/A,0,0,
4800,1,30240,0.85,0.86,0.86,5,17200,0.2027,-6,22,6,0.227,0,0,-20,84900,N/A,0,0,
4900,1,30240,0.85,0.85,0.85,4,9700,0.0906,-6,22,3,0.182,0,0,-114,107500,423360,393120,0.0714,
4900,1,30240,0.85,0.85,0.85,2,9800,0.0858,-6,15,4,0.133,0,0,29,114000,30240,0,1,
3700,1,30240,0.85,0.85,0.86,6,14800,0.1786,-0,21,6,0.286,0,0,-8,82600,351360,319680,0.0861,
3800,1,30240,0.85,0.85,0.86,6,15000,0.2098,-5,24,5,0.25,0,0,-20,71600,31680,1440,0.9545,
3900,1,30240,0.85,0.85,0.86,7,14900,0.1889,0,21,4,0.333,0,0,-0,78800,391680,360000,0.0772,
4400,1,30240,0.85,0.85,0.86,5,15400,0.1969,-4,25,5,0.2,0,0,-4,78500,N/A,0,0,
1400,0,30240,0.15,0.15,0.15,3,2800,0.0266,-84,21,3,0.143,0,0,-88,105400,411840,381600,0.0734,
3300,1,30240,0.86,0.86,0.86,2,6600,0.0837,-31,19,3,0.105,0,0,-26,79100,30240,0,1,
4800,1,30240,0.86,0.86,0.86,3,9500,0.1206,-44,20,6,0.15,0,0,-36,78500,406080,375840,0.0745,
4300,1,30240,0.86,0.86,0.86,6,13400,0.1703,-1,25,6,0.24,0,0,-6,78700,N/A,0,0,
1400,0,30240,0.15,0.86,0.51,5,11100,0.1124,9,21,6,0.238,0,0,9,98700,468000,436320,0.0646,
2700,1,30240,0.85,0.85,0.85,2,5300,0.0617,-6,21,4,0.095,0,0,-21,86400,30240,0,1,
4900,1,30240,0.85,0.85,0.85,2,9800,0.0704,-12,25,6,0.08,0,0,-7,139100,396000,364320,0.0764,
1300,0,30240,0.15,0.15,0.15,4,2600,0.0545,25,8,3,0.5,0,0,12,48300,396000,364320,0.0764,
2600,1,30240,0.85,0.85,0.85,2,5200,0.1687,-22,6,3,0.333,0,0,-22,31100,347040,315360,0.0871,
4600,1,30240,0.85,0.85,0.85,2,9100,0.444,-38,4,2,0.5,0,0,-42,20400,N/A,0,0,
3900,1,30240,0.86,0.86,0.68,9,16300,0.2382,-63,21,5,0.429,0,0,-58,68500,486720,455040,0.0621,
2500,0,30240,0.62,0.62,0.62,2,5000,0.3112,4,5,3,0.4,1,2,-60,16000,37440,7200,0.8077,
3000,0,30240,0.76,0.76,0.76,1,3000,0.755,-297,1,1,1,1,2700,-297,4000,31680,0,0.9545,
10200,0,30240,0.89,0.9,0.89,3,25700,0.4973,-205,21,11,0.143,1,25500,-59,51700,N/A,0,0,
1200,0,30240,0.14,0.14,0.14,3,2400,0.0261,0,24,5,0.125,0,0,2,90700,388800,357120,0.0778,
2400,1,30240,0.86,0.86,0.86,6,13400,0.1703,-1,25,6,0.24,0,0,-6,78700,N/A,0,0,
4800,1,30240,0.86,0.86,0.86,2,9600,0.1245,0,16,5,0.125,0,0,-1,76900,427680,396000,0.0707,
3500,1,30240,0.86,0.86,0.86,3,7000,0.0948,0,16,3,0.188,0,0,-1,73800,30240,0,1,
3700,1,30240,0.86,0.86,0.86,2,7300,0.1572,0,16,3,0.125,0,0,4,46500,30240,0,1,
2100,1,30240,0.86,0.86,0.86,3,4300,0.0559,-3,21,4,0.143,0,0,1,76800,509760,478080,0.0593,
4400,1,30240,0.86,0.11,0.35,6,9800,0.1681,-5,23,6,0.261,0,0,-50,58000,N/A,0,0,
