Running hyperparameter search over 48 candidates with 3 runs each...
Trial 36/48 | params={'batch_size': 64, 'hidden_dim': 256, 'num_layers': 4, 'width_decay': 0.7, 'dropout': 0.3, 'activation': 'gelu', 'use_batch_norm': True, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'optimizer': 'radam', 'use_pos_weight': False, 'epochs': 30} | mean_val_acc=0.8311±0.0011 | mean_val_loss=0.3977 | best_run_acc=0.8326 @ epoch 26
Trial 37/48 | params={'batch_size': 256, 'hidden_dim': 128, 'num_layers': 4, 'width_decay': 0.7, 'dropout': 0.3, 'activation': 'relu', 'use_batch_norm': False, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'optimizer': 'radam', 'use_pos_weight': True, 'epochs': 80} | mean_val_acc=0.8335±0.0011 | mean_val_loss=0.3714 | best_run_acc=0.8348 @ epoch 58
Trial 38/48 | params={'batch_size': 128, 'hidden_dim': 64, 'num_layers': 3, 'width_decay': 0.5, 'dropout': 0.3, 'activation': 'gelu', 'use_batch_norm': True, 'learning_rate': 0.0003, 'weight_decay': 0.0, 'optimizer': 'radam', 'use_pos_weight': True, 'epochs': 50} | mean_val_acc=0.7995±0.0048 | mean_val_loss=0.4264 | best_run_acc=0.8062 @ epoch 39
Trial 39/48 | params={'batch_size': 128, 'hidden_dim': 128, 'num_layers': 3, 'width_decay': 0.5, 'dropout': 0.3, 'activation': 'gelu', 'use_batch_norm': True, 'learning_rate': 0.0003, 'weight_decay': 0.0, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 30} | mean_val_acc=0.8159±0.0015 | mean_val_loss=0.4264 | best_run_acc=0.8178 @ epoch 27
Trial 40/48 | params={'batch_size': 64, 'hidden_dim': 128, 'num_layers': 4, 'width_decay': 0.5, 'dropout': 0.2, 'activation': 'relu', 'use_batch_norm': True, 'learning_rate': 0.0005, 'weight_decay': 1e-05, 'optimizer': 'radam', 'use_pos_weight': False, 'epochs': 30} | mean_val_acc=0.8232±0.0006 | mean_val_loss=0.4164 | best_run_acc=0.8236 @ epoch 26
Trial 41/48 | params={'batch_size': 128, 'hidden_dim': 64, 'num_layers': 2, 'width_decay': 0.7, 'dropout': 0.1, 'activation': 'gelu', 'use_batch_norm': False, 'learning_rate': 0.001, 'weight_decay': 0.0005, 'optimizer': 'radam', 'use_pos_weight': False, 'epochs': 30} | mean_val_acc=0.8121±0.0021 | mean_val_loss=0.4335 | best_run_acc=0.8142 @ epoch 21
Trial 42/48 | params={'batch_size': 256, 'hidden_dim': 64, 'num_layers': 3, 'width_decay': 1.0, 'dropout': 0.1, 'activation': 'gelu', 'use_batch_norm': True, 'learning_rate': 0.0005, 'weight_decay': 0.0001, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 30} | mean_val_acc=0.8230±0.0013 | mean_val_loss=0.4120 | best_run_acc=0.8245 @ epoch 27
Trial 43/48 | params={'batch_size': 128, 'hidden_dim': 64, 'num_layers': 2, 'width_decay': 1.0, 'dropout': 0.1, 'activation': 'gelu', 'use_batch_norm': False, 'learning_rate': 0.0003, 'weight_decay': 0.0005, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 50} | mean_val_acc=0.8141±0.0012 | mean_val_loss=0.4317 | best_run_acc=0.8151 @ epoch 50
Trial 44/48 | params={'batch_size': 64, 'hidden_dim': 64, 'num_layers': 3, 'width_decay': 1.0, 'dropout': 0.2, 'activation': 'relu', 'use_batch_norm': True, 'learning_rate': 0.002, 'weight_decay': 1e-05, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 50} | mean_val_acc=0.8347±0.0025 | mean_val_loss=0.3912 | best_run_acc=0.8371 @ epoch 47
Trial 45/48 | params={'batch_size': 64, 'hidden_dim': 64, 'num_layers': 4, 'width_decay': 0.5, 'dropout': 0.2, 'activation': 'gelu', 'use_batch_norm': True, 'learning_rate': 0.002, 'weight_decay': 1e-05, 'optimizer': 'adamw', 'use_pos_weight': True, 'epochs': 30} | mean_val_acc=0.8329±0.0009 | mean_val_loss=0.3793 | best_run_acc=0.8339 @ epoch 16
Trial 46/48 | params={'batch_size': 128, 'hidden_dim': 64, 'num_layers': 2, 'width_decay': 0.5, 'dropout': 0.1, 'activation': 'gelu', 'use_batch_norm': False, 'learning_rate': 0.002, 'weight_decay': 0.0005, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 80} | mean_val_acc=0.8409±0.0018 | mean_val_loss=0.3845 | best_run_acc=0.8424 @ epoch 47
Trial 47/48 | params={'batch_size': 64, 'hidden_dim': 256, 'num_layers': 2, 'width_decay': 0.5, 'dropout': 0.0, 'activation': 'gelu', 'use_batch_norm': False, 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 50} | mean_val_acc=0.8321±0.0010 | mean_val_loss=0.4023 | best_run_acc=0.8330 @ epoch 29
Trial 48/48 | params={'batch_size': 256, 'hidden_dim': 128, 'num_layers': 3, 'width_decay': 0.7, 'dropout': 0.3, 'activation': 'leaky_relu', 'use_batch_norm': False, 'learning_rate': 0.001, 'weight_decay': 0.0, 'optimizer': 'radam', 'use_pos_weight': False, 'epochs': 50} | mean_val_acc=0.8259±0.0019 | mean_val_loss=0.4104 | best_run_acc=0.8277 @ epoch 45
Best hyperparameters: {'batch_size': 256, 'hidden_dim': 256, 'num_layers': 3, 'width_decay': 0.5, 'dropout': 0.1, 'activation': 'relu', 'use_batch_norm': False, 'learning_rate': 0.002, 'weight_decay': 1e-05, 'optimizer': 'adamw', 'use_pos_weight': False, 'epochs': 80}
Best mean validation accuracy=0.8503 ±0.0011, mean loss=0.3909
Best run accuracy=0.8518, loss=0.4074, epoch=54
Saved best model to model/binary_classifier.pt
Saved preprocessing metadata to model/binary_classifier_meta.json
