Size,Bet,Time,Price,Entry,Avg,Market Trades,Market Volume,Volume Conc.,Market PnL,Total Trades,Unique Markets,Trade Conc.,Open Positions,O.P. Value,Tot.PnL,Tot.Vol,Wallet Age,WC/TX Delta,WC/TX %,Outcome
1500,1,10080,0.54,0.54,0.54,1,1500,0.0396,-26,22,14,0.045,10,1500,412,37900,,0,0,0
1100,1,10080,0.31,0.31,0.31,1,1100,0.1011,-143,2,2,0.5,2,946,-146,10500,,0,0,1
6200,1,10080,0.67,0.67,0.67,1,6200,0.3424,43,3,3,0.333,3,8200,-176,18100,10080,0,1,
2700,1,10080,0.67,0.62,0.64,5,2900,0.6662,38,5,1,1,1,2900,38,4300,,0,0,
4300,0,10080,0.75,0.75,0.75,1,4300,0.6318,-2100,4,4,0.25,4,2100,-2600,6700,11520,1440,0.875,0
1100,0,10080,0.49,0.49,0.49,1,1100,0.0419,11,4,3,0.25,3,2300,-589,25300,,0,0,1
1200,0,10080,0.63,0.63,0.63,1,1200,0.0475,-11,4,3,0.25,3,2300,-589,25300,,0,0,1
5000,1,10080,0.35,0.35,0.35,1,5000,0.3526,-249,1,1,1,1,4700,-249,14200,10080,0,1,1
1300,1,10080,0.74,0.74,0.74,1,1300,0.1357,-129,23,7,0.043,1,1200,830,9600,565920,555840,0.0178,
4300,0,10080,0.78,0.78,0.78,1,4300,0.78,28,1,1,1,1,4300,28,5500,,0,0,
1200,1,10080,0.6,0.6,0.6,3,4700,0.605,-58,3,1,1,1,2200,-58,7800,50400,40320,0.2,
8500,1,10080,0.19,0.19,0.19,1,8500,0.0231,-1100,8,5,0.125,5,10100,-7200,366300,205920,195840,0.049,1
2900,0,10080,0.84,0.84,0.84,1,2900,0.3801,-17,5,5,0.2,5,6000,-34,7600,10080,0,1,1
3000,0,10080,0.78,0.78,0.78,1,3000,0.3932,-19,5,5,0.2,5,6000,-34,7600,10080,0,1,
1500,1,10080,0.38,0.48,0.41,3,2200,0.1364,-132,14,7,0.214,7,6700,-351,16500,,0,0,1
2000,1,10080,0.4,0.39,0.4,3,2700,0.114,-307,5,2,0.6,2,2800,-230,23700,12960,2880,0.7778,
1100,1,10080,0.47,0.47,0.47,1,1100,0.1214,-12,2,2,0.5,2,2200,-112,9000,,0,0,
1200,1,10080,0.18,0.18,0.18,1,1200,0.1335,-100,2,2,0.5,2,2200,-112,9000,,0,0,1
1000,1,10080,0.18,0.65,0.42,2,2200,0.0355,-1200,22,16,0.091,12,4700,-7800,62000,768960,757440,0.0131,
4000,1,10080,0.64,0.64,0.64,1,4000,0.0645,-390,22,16,0.045,12,4700,-7800,62000,768960,757440,0.0131,
4000,0,10080,0.88,0.1,0.49,5,8900,0.1697,86,13,4,0.385,0,0,82,52500,354240,344160,0.0285,
4100,0,10080,0.88,0.12,0.31,8,10200,0.0986,94,25,7,0.32,0,0,90,103600,,0,0,
4000,0,10080,0.88,0.88,0.88,2,8000,0.1105,103,17,7,0.118,0,0,94,72600,334080,322560,0.0302,
1200,0,10080,0.76,0.76,0.76,3,1300,0.7604,-130,3,1,1,1,1000,-130,1700,10080,0,1,
2600,0,10080,0.77,0.22,0.49,4,7200,0.0957,4,21,7,0.19,0,0,4,74800,354240,344160,0.0285,
4400,0,10080,0.77,0.77,0.77,5,17000,0.241,0,18,6,0.278,1,8,-1,70400,331200,321120,0.0304,
4500,0,10080,0.77,0.77,0.77,4,17900,0.2091,0,21,8,0.19,0,0,-6,85500,,0,0,
4500,0,10080,0.77,0.77,0.77,6,17200,0.2331,0,25,6,0.24,0,0,-14,73600,505440,495360,0.0199,
4100,1,10080,0.23,0.23,0.23,4,8300,0.0801,0,25,7,0.16,0,0,90,103600,,0,0,
2000,1,10080,0.23,0.23,0.23,4,4900,0.0672,0,17,7,0.235,0,0,94,72600,334080,322560,0.0302,
2500,0,10080,0.77,0.77,0.77,3,7600,0.1276,0,17,5,0.176,0,0,0,59500,10080,0,1,
3400,0,10080,0.77,0.77,0.77,2,6800,0.11,0,16,6,0.125,0,0,-14,61400,506880,496800,0.0199,
3800,0,10080,0.77,0.22,0.49,4,9600,0.1214,4,21,8,0.19,0,0,-4,78900,352800,342720,0.0286,
5000,1,10080,0.47,0.47,0.47,1,5000,0.4281,-47,2,2,0.5,1,5000,247,11700,721440,711360,0.014,
1600,1,10080,0.12,0.11,0.11,3,1700,0.0513,-14,5,3,0.6,3,3200,-220,32900,64800,53280,0.1556,
14300,1,10080,0.38,0.38,0.38,1,14300,0.208,188,7,3,0.143,1,14500,7100,68700,,0,0,
5100,Under,10080,0.63,0.63,0.62,7,8500,0.2229,2400,22,7,0.318,7,24900,600,38100,11520,1440,0.875,
3400,0,10080,0.78,0.78,0.78,2,6800,0.1071,13,17,6,0.118,0,0,9,63800,508320,496800,0.0198,
4800,0,10080,0.78,0.78,0.78,2,9700,0.1268,19,18,6,0.111,0,0,34,76200,10080,0,1,
2300,1,10080,0.22,0.77,0.59,7,13400,0.2101,11,16,4,0.438,0,0,11,64000,508320,498240,0.0198,
1200,0,10080,0.78,0.78,0.78,4,8900,0.2231,-28,14,3,0.286,0,0,-24,39700,352800,342720,0.0286,
1200,0,10080,0.41,0.41,0.41,1,1200,0.4054,-14,2,2,0.5,2,1200,-11,2900,,0,0,
3300,Under,10080,0.63,0.63,0.62,7,8500,0.2229,2400,22,7,0.318,7,24900,573,38100,11520,1440,0.875,
4400,1,10080,0.9,0.9,0.9,1,4400,0.3133,-123,3,2,0.333,1,4300,-123,14100,,0,0,
12400,0,10080,0.82,0.81,0.82,2,13300,0.8199,83,2,1,1,1,13400,83,16300,36000,24480,0.28,
2000,1,10080,0.4,0.4,0.4,1,2000,0.1813,-75,2,2,0.5,2,2000,-130,11000,10080,0,1,
1900,0,10080,0.78,0.22,0.5,5,5600,0.1505,-14,24,7,0.208,1,1800,-13,37300,391680,381600,0.0257,
1800,0,10080,0.78,0.78,0.78,4,6700,0.2817,0,20,5,0.2,0,0,1,23700,411840,401760,0.0245,
1000,1,10080,0.19,0.19,0.19,1,1000,0.0584,-65,7,3,0.143,2,1200,-2100,17100,,0,0,1
1900,0,10080,0.78,0.78,0.78,2,3700,0.1079,0,22,7,0.091,1,94,-15,34400,374400,364320,0.0269,
1500,0,10080,0.77,0.77,0.77,1,1500,0.0676,-112,18,5,0.056,1,1400,2400,22200,34560,23040,0.2917,
2100,1,10080,0.82,0.81,0.82,2,2100,0.1897,133,5,3,0.4,3,6300,820,11100,14400,4320,0.7,
5000,1,10080,0.84,0.84,0.84,1,5000,0.1549,-141,15,9,0.067,3,4900,2300,32300,624960,613440,0.0161,1
10400,0,10080,0.87,0.87,0.87,1,10400,0.4601,-60,12,4,0.083,3,10300,216,22500,180000,169920,0.056,
1600,1,10080,0.22,0.22,0.22,1,1600,0.0433,-4,22,7,0.045,1,1600,55,36000,397440,387360,0.0254,
5600,1,10080,0.61,0.61,0.61,1,5600,0.0436,-45,10,4,0.1,2,10600,-1400,127400,,0,0,
2100,1,10080,0.14,0.14,0.14,1,2100,0.0695,-75,23,2,0.043,1,2000,1300,30200,67680,56160,0.1489,
1800,1,10080,0.64,0.64,0.64,1,1800,0.069,-60,7,3,0.143,1,1700,-4100,26000,,0,0,1
1600,0,10080,0.78,0.78,0.78,2,3300,0.1362,15,14,5,0.143,0,0,15,24200,396000,385920,0.0255,
3700,0,10080,0.77,0.77,0.77,2,7500,0.1824,19,11,3,0.182,0,0,10,40900,519840,508320,0.0194,
4500,0,10080,0.77,0.77,0.77,2,9100,0.2845,24,10,4,0.2,0,0,19,32100,,0,0,
2500,1,10080,0.23,0.23,0.23,2,4900,0.093,-43,13,5,0.154,0,0,-52,52300,516960,506880,0.0195,
1000,1,10080,0.23,0.23,0.23,2,2100,0.0788,0,7,2,0.286,0,0,0,26600,10080,0,1,
1200,0,10080,0.77,0.77,0.77,4,8900,0.1077,0,11,3,0.364,0,0,18,82500,335520,324000,0.03,
2700,1,10080,0.67,0.51,0.57,3,8300,0.2354,1500,7,4,0.429,2,14900,1900,35300,34560,23040,0.2917,
1800,0,10080,0.56,0.56,0.56,1,1800,0.063,-49,20,7,0.05,1,1800,680,29200,,0,0,
1200,0,10080,0.56,0.56,0.56,1,1200,0.0554,-32,16,8,0.063,1,1200,-188,21600,125280,113760,0.0805,
1900,0,10080,0.56,0.56,0.56,1,1900,0.0561,-52,18,6,0.056,1,1900,517,34400,123840,113760,0.0814,
1500,1,10080,0.44,0.44,0.44,1,1500,0.0459,51,22,7,0.045,1,1600,704,32900,125280,113760,0.0805,
2400,0,10080,0.88,0.88,0.88,2,4800,0.3292,0,5,2,0.4,0,0,0,14600,10080,0,1,
4700,0,10080,0.88,0.88,0.88,2,9300,0.4844,0,6,2,0.333,0,0,-4,19300,355680,344160,0.0283,
1000,1,10080,0.12,0.12,0.12,3,2000,0.0788,0,5,2,0.6,0,0,0,25400,344160,334080,0.0293,
3500,0,10080,0.88,0.88,0.88,2,6900,0.2594,0,5,2,0.4,0,0,0,26800,,0,0,
4300,0,10080,0.77,0.77,0.77,2,8700,0.4459,0,4,2,0.5,0,0,0,19500,504000,492480,0.02,
3500,0,10080,0.77,0.77,0.77,2,7000,0.41,0,6,2,0.333,0,0,0,17000,10080,0,1,
4500,0,10080,0.77,0.77,0.77,2,8900,0.432,0,4,2,0.5,0,0,0,20700,506880,496800,0.0199,
4500,0,10080,0.77,0.77,0.77,2,9000,0.3062,0,6,2,0.333,0,0,0,29400,354240,344160,0.0285,
2600,0,10080,0.77,0.77,0.77,2,5200,0.1709,0,10,4,0.2,0,0,0,30200,,0,0,
4700,0,10080,0.77,0.77,0.77,2,9300,0.3066,0,7,3,0.286,0,0,0,30500,508320,498240,0.0198,
4200,1,10080,0.23,0.23,0.23,4,8300,0.23,0,4,1,1,0,0,0,36100,10080,0,1,
2200,1,10080,0.23,0.23,0.23,3,4300,0.0491,0,17,5,0.176,0,0,-5,88300,502560,491040,0.0201,
2100,1,10080,0.23,0.23,0.23,3,4300,0.1515,0,5,2,0.6,0,0,0,28200,344160,334080,0.0293,
2100,1,10080,0.23,0.23,0.23,2,4300,0.23,0,2,1,1,0,0,0,18600,,0,0,
1100,1,10080,0.23,0.23,0.23,2,2200,0.0349,0,15,5,0.133,0,0,0,62100,537120,527040,0.0188,
3600,0,10080,0.77,0.77,0.77,3,7500,0.218,0,9,4,0.333,0,0,0,34200,10080,0,1,
10000,1,10080,0.59,0.59,0.59,1,10000,0.1781,115,11,6,0.091,3,31700,663,56100,182880,172800,0.0551,
5500,0,10080,0.87,0.87,0.87,1,5500,0.87,-32,1,1,1,1,5500,-32,6400,11520,0,0.875,
3900,1,10080,0.41,0.41,0.41,1,3900,0.0613,-393,10,6,0.1,2,3500,-2400,64100,,0,0,1
1500,0,10080,0.9,0.9,0.9,1,1500,0.2589,17,6,4,0.167,1,1500,406,5800,56160,46080,0.1795,0
10000,0,10080,0.61,0.57,0.59,6,21200,0.377,377,11,6,0.545,3,31700,663,56100,182880,172800,0.0551,
2100,1,10080,0.24,0.24,0.24,1,2100,0.2371,-44,2,2,0.5,2,2200,-44,8900,10080,0,1,
1000,0,10080,0.65,0.65,0.65,1,1000,0.0164,110,15,6,0.067,5,27900,3600,61200,,0,0,
4900,1,10080,0.41,0.41,0.41,1,4900,0.164,4900,3,3,0.333,3,9800,-1700,30000,12960,1440,0.7778,1
1600,0,10080,0.88,0.84,0.86,5,7100,0.2867,-7,16,5,0.313,0,0,-11,24600,23040,11520,0.4375,
2000,0,10080,0.88,0.88,0.88,2,4000,0.1286,-9,17,6,0.118,0,0,-11,30800,432000,420480,0.0233,
1900,1,10080,0.78,0.78,0.78,14,4900,0.7787,-95,16,2,0.875,2,4900,-94,6300,15840,4320,0.6364,
1700,Up,10080,0.58,0.58,0.58,1,1700,0.1169,-315,6,4,0.167,2,1400,-363,14900,,0,0,Down
3000,0,10080,0.85,0.85,0.85,1,3000,0.0905,18,9,2,0.111,4,122100,90200,33700,46080,34560,0.2188,
10200,0,10080,0.8,0.8,0.8,1,10200,0.0285,318,25,17,0.04,10,313300,13300,356600,,0,0,1
2200,1,10080,0.11,0.11,0.11,1,2200,0.114,77,1,1,1,1,2300,77,19300,,0,0,
5800,1,10080,0.64,0.64,0.64,1,5800,0.105,-228,24,4,0.042,1,5600,-10000,55600,483840,472320,0.0208,
1100,0,10080,0.8,0.82,0.81,2,1600,0.3778,18,9,6,0.222,5,1600,125,4200,,0,0,1
1300,0,10080,0.37,0.37,0.37,1,1300,0.0633,53,10,2,0.1,3,3100,-1300,20500,2142720,2131200,0.0047,
1000,Under,11520,0.5,0.5,0.5,1,1000,0.0755,-51,4,4,0.25,4,9400,1100,13500,11520,0,1,
1300,1,11520,0.39,0.39,0.39,1,1300,0.39,-17,1,1,1,1,1300,-17,3500,,0,0,
15100,1,11520,0.59,0.59,0.59,1,15100,0.59,-128,1,1,1,1,15000,-128,25600,86400,74880,0.1333,
4600,1,11520,0.32,0.32,0.32,1,4600,0.0743,-290,12,12,0.083,9,4300,-6300,62400,23040,10080,0.5,0
1500,1,11520,0.25,0.25,0.25,1,1500,0.126,-1100,4,4,0.25,2,414,-4200,11900,12960,1440,0.8889,0
4000,1,11520,0.7,0.69,0.69,2,5000,0.3824,-152,5,4,0.4,4,5100,-1200,13100,69120,57600,0.1667,
2300,1,11520,0.55,0.54,0.54,2,4300,0.1128,-271,7,5,0.286,4,5300,-1300,38100,,0,0,
1500,1,11520,0.16,0.18,0.17,2,1500,0.0954,-52,4,3,0.5,3,2000,-69,15800,74880,63360,0.1538,
12100,1,11520,0.26,0.26,0.26,2,17000,0.1149,-327,17,5,0.118,5,28300,-1700,147900,11520,0,1,1
1100,1,11520,0.31,0.3,0.3,2,2700,0.0185,-126,17,5,0.118,5,28300,-1700,147900,11520,0,1,1
1600,1,11520,0.3,0.3,0.3,2,2700,0.0185,-126,17,5,0.118,5,28300,-1700,147900,11520,0,1,1
5100,1,11520,0.33,0.33,0.33,1,5100,0.0346,-78,17,5,0.059,5,28300,-1700,147900,11520,0,1,1
4800,1,11520,0.26,0.26,0.26,2,17000,0.1149,-327,17,5,0.118,5,28300,-1700,147900,11520,0,1,1
1200,0,11520,0.85,0.86,0.85,2,8900,0.1387,-141,11,8,0.182,6,36700,3100,64300,54720,43200,0.2105,
2000,1,11520,0.19,0.19,0.19,1,2000,0.0189,-225,4,3,0.25,2,7500,851,105800,14400,1440,0.8,0
10000,1,11520,0.23,0.23,0.23,1,10000,0.0914,-627,2,2,0.5,2,15000,-4900,109200,11520,0,1,0
10000,1,11520,0.15,0.15,0.15,1,10000,0.0914,-4300,2,2,0.5,2,15000,-4900,109200,11520,0,1,0
1100,1,11520,0.18,0.18,0.18,1,1100,0.0351,-146,11,3,0.091,1,961,-176,31500,63360,51840,0.1818,1
7000,0,11520,0.76,0.76,0.76,1,7000,0.0912,-46,23,11,0.043,3,8900,11200,76800,256320,244800,0.0449,
1600,0,11520,0.85,0.85,0.85,1,1600,0.3828,9,2,2,0.5,2,3600,43,4100,,0,0,
1400,0,11520,0.88,0.88,0.88,7,3000,0.1157,-2,20,7,0.35,0,0,-1,25800,403200,391680,0.0286,
1300,1,11520,0.32,0.34,0.33,2,1500,0.0375,29,20,5,0.1,1,1500,-54,40000,,0,0,1
1600,0,11520,0.83,0.83,0.83,1,1600,0.1545,-9,18,9,0.056,1,1600,687,10200,686880,675360,0.0168,
1500,1,11520,0.67,0.67,0.67,2,3600,0.7764,617,23,7,0.087,0,0,616,4700,61920,50400,0.186,1
1500,1,11520,0.17,0.17,0.17,1,1500,0.17,-218,1,1,1,1,1300,-218,8700,,0,0,
1000,0,11520,0.84,0.84,0.84,4,10000,0.84,179,4,1,1,1,10200,179,11900,817920,804960,0.0141,
1000,0,11520,0.84,0.84,0.84,4,10000,0.84,179,4,1,1,1,10200,179,11900,817920,804960,0.0141,
6900,0,11520,0.84,0.84,0.84,4,10000,0.84,179,4,1,1,1,10200,179,11900,817920,804960,0.0141,
1000,0,11520,0.84,0.84,0.84,4,10000,0.84,179,4,1,1,1,10200,179,11900,817920,804960,0.0141,
3800,1,11520,0.25,0.25,0.25,1,3800,0.0206,76,4,4,0.25,4,6700,-3100,184400,,0,0,1
1100,1,11520,0.31,0.31,0.31,1,1100,0.0126,-70,15,7,0.067,2,1600,736,85900,36000,23040,0.32,1
2000,1,11520,0.1,0.1,0.1,1,2000,0.0108,-930,4,4,0.25,4,6700,-3100,184400,,0,0,0
19900,1,11520,0.11,0.11,0.11,1,19900,0.1088,861,1,1,1,1,20800,861,183000,11520,0,1,
1000,1,11520,0.25,0.22,0.25,5,5500,0.0665,-204,13,4,0.385,1,5300,-1200,82500,,0,0,1
2900,1,11520,0.41,0.41,0.41,1,2900,0.4144,4,1,1,1,1,2900,4,7000,12960,1440,0.8889,
2000,1,11520,0.78,0.78,0.78,1,2000,0.0174,-120,24,6,0.042,2,1900,1500,115200,182880,171360,0.063,
2100,0,11520,0.78,0.78,0.78,2,4100,0.1599,-8,18,7,0.111,1,1900,-18,25600,,0,0,
1900,0,11520,0.78,0.78,0.78,3,3800,0.2236,-7,11,4,0.273,0,0,-4,17000,406080,394560,0.0284,
2100,1,11520,0.1,0.09,0.1,4,2700,0.0468,449,12,2,0.333,2,5800,602,58000,11520,0,1,0
1000,0,11520,0.76,0.76,0.76,2,2100,0.3783,-14,10,9,0.2,6,0,5400,5400,182880,171360,0.063,1
5000,1,11520,0.41,0.41,0.41,1,5000,0.1138,-314,2,2,0.5,2,24500,-473,43900,11520,0,1,
20000,0,11520,0.63,0.63,0.63,1,20000,0.4554,-159,2,2,0.5,2,24500,-473,43900,11520,0,1,
9000,0,11520,0.76,0.76,0.76,2,10100,0.7325,-66,3,2,0.667,2,10400,-69,13800,,0,0,
1400,0,11520,0.78,0.78,0.78,4,3300,0.1767,13,16,5,0.25,0,0,7,18800,449280,437760,0.0256,
1200,0,11520,0.78,0.78,0.78,5,5000,0.1445,6,20,4,0.25,0,0,58,34700,23040,11520,0.5,
1700,0,11520,0.78,0.78,0.78,4,3400,0.1465,11,14,4,0.286,0,0,100,23100,482400,470880,0.0239,
1100,0,11520,0.76,0.76,0.76,2,10100,0.7325,-66,3,2,0.667,2,10400,-69,13800,,0,0,
10000,1,11520,0.39,0.44,0.42,6,35600,0.1176,-3600,15,4,0.4,4,47200,-12400,302600,24480,12960,0.4706,
1200,0,11520,0.8,0.8,0.8,1,1200,0.2405,3,9,2,0.111,2,4000,-28,5000,,0,0,
2100,1,11520,0.8,0.8,0.8,8,2800,0.5559,-31,9,2,0.889,2,4000,-28,5000,,0,0,
1700,0,11520,0.67,0.67,0.67,1,1700,0.1027,-38,13,9,0.077,1,1700,1000,16500,,0,0,1
7900,0,11520,0.74,0.74,0.74,1,7900,0.7411,149,1,1,1,1,8100,149,10700,,0,0,1
1000,1,11520,0.53,0.23,0.33,5,2800,0.0349,1700,21,6,0.238,3,3500,663,80800,40320,28800,0.2857,
4300,1,11520,0.17,0.17,0.17,1,4300,0.0419,-127,2,2,0.5,2,8300,-1800,103000,31680,18720,0.3636,
10000,0,11520,0.9,0.9,0.9,1,10000,0.9,-111,1,1,1,1,9800,-111,11100,11520,0,1,0
1000,1,11520,0.4,0.4,0.4,1,1000,0.3387,-38,10,9,0.1,7,963,-71,3000,11520,0,1,
3000,1,11520,0.27,0.32,0.3,2,10000,0.3061,-1700,2,1,1,1,8300,-1700,32600,31680,18720,0.3636,1
2000,1,11520,0.62,0.62,0.62,1,2000,0.2696,16,3,3,0.333,3,3100,-58,7400,,0,0,1
1000,1,11520,0.32,0.32,0.32,1,1000,0.1348,-58,3,3,0.333,3,3100,-58,7400,,0,0,1
6000,0,11520,0.88,0.88,0.88,1,6000,0.1326,-41,17,16,0.059,4,11600,165,45200,934560,921600,0.0123,
1300,1,11520,0.9,0.85,0.87,2,2200,0.2009,-40,20,5,0.1,5,10500,2100,10900,30240,18720,0.381,
2300,0,11520,0.84,0.84,0.84,1,2300,0.1922,-14,6,4,0.167,2,5300,331,12200,28800,17280,0.4,
3100,0,11520,0.9,0.86,0.89,17,53700,0.815,-57,23,3,0.739,1,35100,-14,65900,488160,476640,0.0236,
2200,1,11520,0.61,0.61,0.62,3,2300,0.3557,18,16,4,0.188,2,2800,12,6400,11520,0,1,
2800,1,11520,0.12,0.12,0.12,1,2800,0.0928,-131,3,3,0.333,3,2800,-141,30200,11520,0,1,0
2300,1,11520,0.23,0.23,0.23,1,2300,0.1305,-1300,2,2,0.5,2,1000,-5500,18000,12960,0,0.8889,0
5000,Under,11520,0.5,0.5,0.5,2,5000,0.5,2300,2,1,1,1,7300,2300,10000,11520,0,1,
4700,0,11520,0.88,0.88,0.88,2,9300,0.1319,0,15,5,0.133,0,0,0,70600,506880,493920,0.0227,
2600,0,11520,0.88,0.88,0.88,2,5200,0.1044,0,11,5,0.182,0,0,0,49800,502560,489600,0.0229,
1000,1,11520,0.12,0.88,0.5,4,8400,0.0885,8,15,5,0.267,0,0,8,95400,,0,0,
4200,1,11520,0.18,0.18,0.18,1,4200,0.1797,-343,1,1,1,1,3800,-343,23300,11520,0,1,
3600,0,11520,0.88,0.12,0.37,5,8200,0.1732,-4,15,4,0.333,0,0,-4,47500,11520,0,1,
3300,0,11520,0.63,0.32,0.46,4,8100,0.1598,-98,24,10,0.167,1,1700,962,50800,73440,60480,0.1569,1
1000,0,11520,0.4,0.4,0.4,2,2000,0.0759,-125,23,16,0.087,9,2400,-679,26400,819360,807840,0.0141,
4100,0,11520,0.88,0.88,0.88,2,8300,0.3001,0,7,3,0.286,0,0,0,27600,11520,0,1,
2800,0,11520,0.88,0.88,0.88,2,5500,0.1676,0,6,3,0.333,0,0,0,33000,354240,341280,0.0325,
4000,0,11520,0.88,0.88,0.88,2,8100,0.1557,0,14,5,0.143,0,0,-4,51700,501120,488160,0.023,
4400,0,11520,0.88,0.88,0.88,4,17700,0.3266,5,10,4,0.4,0,0,5,54000,,0,0,
2100,1,11520,0.12,0.12,0.43,13,15900,0.1733,0,18,3,0.722,0,0,3,92000,506880,495360,0.0227,
1100,1,11520,0.12,0.88,0.38,6,10300,0.1449,0,20,4,0.3,0,0,4,70800,12960,0,0.8889,
1100,1,11520,0.12,0.88,0.5,6,10100,0.1945,-4,12,4,0.5,0,0,-4,51700,352800,341280,0.0327,
3100,0,11520,0.88,0.88,0.88,6,13900,0.2703,0,14,5,0.429,0,0,0,51500,509760,496800,0.0226,
4500,0,11520,0.88,0.88,0.88,2,9000,0.1759,0,15,5,0.133,0,0,3,51300,,0,0,
1100,1,11520,0.12,0.12,0.43,13,15900,0.1733,0,18,3,0.722,0,0,3,92000,506880,495360,0.0227,
3900,0,11520,0.88,0.88,0.88,3,7800,0.1472,0,10,4,0.3,0,0,0,53100,354240,341280,0.0325,
1000,1,11520,0.17,0.17,0.17,1,1000,0.17,-31,1,1,1,1,1000,-31,6200,126720,113760,0.0909,
3700,0,11520,0.88,0.88,0.88,9,23800,0.2427,0,22,4,0.409,0,0,0,97900,348480,335520,0.0331,
4900,0,11520,0.88,0.88,0.88,6,18700,0.2102,5,20,6,0.3,0,0,14,88900,354240,342720,0.0325,
1200,1,11520,0.12,0.88,0.69,7,11400,0.1303,-5,24,6,0.292,0,0,6,87600,,0,0,
4200,0,11520,0.88,0.88,0.88,3,8300,0.1058,0,21,6,0.143,0,0,-6,78800,501120,489600,0.023,
4400,0,11520,0.88,0.88,0.88,2,8900,0.1025,0,21,5,0.095,0,0,8,86700,12960,0,0.8889,
4900,0,11520,0.88,0.88,0.88,2,9800,0.1306,0,24,6,0.083,0,0,4,74700,504000,491040,0.0229,
3200,0,11520,0.88,0.88,0.5,4,8400,0.0885,8,15,5,0.267,0,0,8,95400,,0,0,
1100,1,11520,0.12,0.12,0.12,3,2300,0.0219,0,16,4,0.188,0,0,0,104500,516960,504000,0.0223,
4400,0,11520,0.88,0.88,0.88,3,8700,0.1624,0,14,5,0.214,0,0,-9,53800,,0,0,
3700,0,11520,0.88,0.88,0.88,2,7400,0.1323,0,16,6,0.125,0,0,4,56000,352800,341280,0.0327,
5000,0,11520,0.64,0.57,0.58,5,11200,0.4914,-93,9,5,0.556,2,11100,78,22700,,0,0,
1700,0,11520,0.77,0.77,0.77,2,3400,0.1456,0,13,6,0.154,1,1600,0,23600,432000,419040,0.0267,
2000,0,11520,0.77,0.22,0.49,5,4000,0.2026,0,15,5,0.333,1,51,-11,19900,424800,411840,0.0271,
4600,0,11520,0.88,0.88,0.88,3,9100,0.1168,0,20,7,0.15,0,0,0,78100,,0,0,
4000,0,11520,0.88,0.12,0.31,8,10100,0.1339,0,20,5,0.4,0,0,4,75700,354240,341280,0.0325,
1200,1,11520,0.12,0.12,0.12,10,7600,0.0614,17,20,6,0.5,0,0,17,123700,12960,0,0.8889,
5000,1,11520,0.38,0.38,0.38,1,5000,0.0524,1,3,2,0.333,1,5000,352,95400,14400,1440,0.8,1
2000,0,11520,0.84,0.83,0.83,10,4400,0.8345,2,10,1,1,1,4400,2,5300,11520,0,1,
3100,0,11520,0.88,0.88,0.63,6,13200,0.2686,0,12,3,0.5,0,0,-4,49100,,0,0,
4700,0,11520,0.88,0.12,0.37,6,10600,0.1496,0,17,4,0.353,0,0,17,70900,354240,341280,0.0325,
4100,0,11520,0.88,0.88,0.88,2,8200,0.2434,-5,9,5,0.222,1,4100,-37,33900,11520,0,1,
3900,0,11520,0.88,0.83,0.85,5,15100,0.2292,-30,25,7,0.2,0,0,-30,65800,504000,492480,0.0229,
1100,1,11520,0.12,0.88,0.5,15,11100,0.2719,4,21,3,0.714,0,0,4,41000,501120,489600,0.023,
2000,1,11520,0.12,0.12,0.12,10,7600,0.0614,17,20,6,0.5,0,0,17,123700,12960,0,0.8889,
1100,1,11520,0.12,0.12,0.12,8,2500,0.0481,0,21,6,0.381,1,1400,-10,51900,,0,0,
3800,0,11520,0.88,0.88,0.88,4,7700,0.3027,0,11,3,0.364,0,0,0,25300,506880,495360,0.0227,
1900,1,11520,0.88,0.88,0.88,4,4100,0.3352,246,9,5,0.444,15,24,-1600,12400,,0,0,1
1500,0,11520,0.77,0.78,0.78,4,5200,0.3663,-7,24,9,0.167,1,1500,-7,14300,311040,298080,0.037,
2000,0,11520,0.9,0.9,0.9,1,2000,0.0276,-11,15,6,0.067,2,5100,1800,71800,21600,8640,0.5333,0
9000,1,11520,0.65,0.63,0.64,6,19200,0.6397,611,6,1,1,1,19900,611,30100,14400,1440,0.8,1
1700,1,11520,0.23,0.23,0.23,1,1700,0.106,15,25,10,0.04,1,1700,18,15700,,0,0,
1000,1,11520,0.51,0.51,0.51,1,1000,0.51,-10,1,1,1,1,1000,-10,2000,12960,0,0.8889,
2000,1,11520,0.28,0.14,0.21,2,5000,0.0358,2900,15,10,0.133,7,52000,21200,139800,,0,0,1
2000,1,11520,0.27,0.25,0.26,2,2100,0.269,-31,2,1,1,1,2000,-31,7700,76320,63360,0.1509,1
1000,0,11520,0.77,0.77,0.77,3,2000,0.1178,1,10,3,0.3,0,0,-6,17300,23040,11520,0.5,
1700,0,11520,0.77,0.77,0.77,3,3400,0.1506,2,11,4,0.273,0,0,-3,22700,401760,388800,0.0287,
1700,0,11520,0.77,0.77,0.77,2,3500,0.1807,2,10,3,0.2,0,0,33,19200,420480,408960,0.0274,
1600,0,11520,0.77,0.77,0.77,3,3200,0.1676,2,12,3,0.25,0,0,2,19000,,0,0,
14000,1,11520,0.19,0.19,0.19,1,14000,0.1925,-2000,1,1,1,1,12000,-2000,72700,11520,0,1,
2800,Up,11520,0.56,0.56,0.56,1,2800,0.2144,1700,6,4,0.167,2,4500,1800,13100,41760,28800,0.2759,Up
1700,Up,11520,0.77,0.77,0.77,2,2300,0.1626,405,8,4,0.25,2,2700,457,14200,38880,27360,0.2963,Up
